08/27/1856,05/14/1901
01/29/1869,01/01/1871
01/01/1869,01/01/1871
01/01/1865,01/01/1936
01/01/1861,01/01/1944
01/01/1861,01/01/1903
01/01/1841,01/01/1874
01/01/1867,01/01/1932
01/01/1872,01/01/1917
01/01/1875,01/01/1937
01/01/1865,01/01/1929
01/01/1904,01/01/1966
01/01/1861,01/01/1905
01/01/1890,01/01/1894
01/01/1845,01/01/1911
01/01/1848,01/01/1898
01/01/1850,01/01/1914
01/01/1839,01/01/1919
01/01/1862,01/01/1908
01/01/1824,01/01/1903
01/01/1815,01/01/1894
01/01/1876,01/01/1918
01/01/1865,01/01/1939
01/01/1879,01/01/1953
01/01/1880,01/01/1952
01/01/1896,01/01/1922
01/01/1844,01/01/1910
01/01/1848,01/01/1924
01/01/1864,01/01/1916
01/01/1887,01/01/1900
01/01/1864,01/01/1944
01/01/1908,01/01/1910
01/01/1891,01/01/1944
01/01/1877,01/01/1883
01/01/1892,01/01/1893
01/01/1879,01/01/1880
01/01/1848,01/01/1901
01/01/1850,01/01/1903
01/01/1882,01/01/1884
12/12/1834,02/16/1906
01/01/1855,01/01/1908
01/01/1924,01/01/1935
01/01/1832,01/01/1911
01/01/1832,01/01/1901
02/11/1853,05/27/1895
01/01/1888,01/01/1937
01/01/1887,01/01/1947
01/01/1861,01/01/1938
01/01/1916,01/01/1943
01/01/1855,01/01/1912
01/01/1850,01/01/1926
01/01/1858,01/01/1945
08/14/1993,03/03/1994
01/01/1872,01/01/1958
01/01/1830,01/01/1905
01/01/1869,01/01/1921
02/07/1907,02/11/1969
01/01/1879,01/01/1965
01/01/1876,01/01/1939
01/01/1876,01/01/1952
01/01/1830,01/01/1906
01/01/1825,01/01/1895
01/01/1886,01/01/1932
01/01/1858,01/01/1932
01/01/1883,01/01/1916
01/01/1882,01/01/1958
01/01/1874,01/01/1964
01/01/1850,01/01/1926
01/01/1877,01/01/1921
12/07/1840,07/07/1934
04/03/1840,02/04/1910
01/01/1880,01/01/1918
01/01/1902,01/01/1959
01/01/1858,01/01/1928
01/01/1851,01/01/1922
01/01/1866,01/01/1938
01/01/1869,01/01/1951
01/01/1888,01/01/1927
01/01/1908,01/01/1927
01/01/1841,01/01/1905
01/01/1845,01/01/1951
01/01/1910,01/01/1936
01/01/1874,01/01/1954
01/01/1923,01/01/1980
01/01/1906,01/01/1932
08/31/1819,03/14/1900
03/09/1822,07/29/1904
12/27/1847,12/03/1891
03/16/1835,05/04/1912
03/31/1831,12/14/1880
01/01/1871,01/01/1942
01/01/1859,01/01/1906
08/27/1859,03/23/1927
01/01/1834,01/01/1903
01/01/1893,01/01/1963
01/01/1893,01/01/1973
05/11/1841,11/11/1928
01/01/1814,01/01/1891
01/01/1837,01/01/1927
01/01/1898,01/01/1973
01/01/1793,01/01/1859
01/01/1894,01/01/1918
01/01/1857,01/01/1917
01/01/1856,01/01/1929
01/01/1851,01/01/1924
01/01/1855,01/01/1920
01/01/1826,01/01/1896
01/01/1883,01/01/1897
01/01/1856,01/01/1909
01/01/1878,01/01/1925
01/01/1840,01/01/1895
01/01/1868,01/01/1907
01/01/1808,01/01/1895
01/01/1868,01/01/1897
07/01/1868,08/08/1916
01/01/1834,01/01/1911
01/01/1856,01/01/1859
01/01/1885,01/01/1939
01/01/1888,01/01/1918
01/01/1861,01/01/1919
01/01/1838,01/01/1922
01/01/1890,01/01/1934
01/01/1856,01/01/1908
01/01/1866,01/01/1905
10/16/1844,11/27/1895
03/14/1870,11/03/1872
01/09/1888,10/28/1923
12/04/1809,02/19/1877
09/15/1842,08/25/1911
01/01/1958,01/01/1963
01/01/1856,01/01/1900
01/01/1858,01/01/1900
01/01/1878,01/01/1949
01/01/1876,01/01/1955
03/23/1926,05/27/1889
06/15/1819,09/07/1877
11/01/1823,11/21/1895
01/01/1854,01/01/1878
01/01/1850,01/01/1932
01/01/1823,01/01/1884
01/01/1861,01/01/1935
01/01/1821,01/01/1890
01/01/1868,01/01/1914
01/01/1879,01/01/1942
07/16/1829,05/01/1895
02/14/1829,10/01/1898
01/25/1933,12/27/1984
01/01/1915,01/01/1917
01/01/1889,01/01/1943
01/01/1916,01/01/2000
01/01/1887,01/01/1944
01/01/1911,01/01/1916
01/01/1867,01/01/1933
01/01/1870,01/01/1948
01/01/1849,01/01/1937
01/01/1887,01/01/1887
01/01/1894,01/01/1895
01/01/1859,01/01/1923
01/01/1889,01/01/1889
01/01/1877,01/01/1920
01/01/1877,01/01/1957
01/01/1879,01/01/1886
01/01/1846,01/01/1923
01/01/1876,01/01/1949
01/01/1869,01/01/1939
01/01/1893,01/01/1979
01/01/1941,01/01/1964
01/01/1873,01/01/1950
08/18/1842,11/07/1889
01/01/1854,01/01/1937
01/01/1853,01/01/1932
01/01/1878,01/01/1898
01/01/1840,01/01/1924
01/01/1838,01/01/1908
01/01/1812,01/01/1883
01/01/1855,01/01/1883
01/01/1902,01/01/1933
01/01/1859,01/01/1938
01/01/1859,01/01/1938
01/01/1863,01/01/1932
01/01/1863,01/01/1932
01/01/1854,01/01/1925
01/01/1855,01/01/1914
01/01/1866,01/01/1945
01/01/1868,01/01/1952
01/01/1892,01/01/1928
01/01/1901,01/01/1962
01/01/1896,01/01/1971
01/01/1901,01/01/1940
01/01/1893,01/01/1942
01/01/1835,01/01/1904
01/01/1825,01/01/1903
01/01/1856,01/01/1931
01/01/1855,01/01/1934
01/01/1829,01/01/1914
01/01/1851,01/01/1903
01/01/1855,01/01/1923
01/01/1865,01/01/1916
01/01/1844,01/01/1917
01/01/1855,01/01/1919
01/01/1890,01/01/1941
01/01/1887,01/01/1905
01/01/1851,01/01/1928
01/01/1889,01/01/1949
04/17/1906,08/12/1920
01/01/1870,01/01/1930
01/01/1846,01/01/1895
01/01/1843,01/01/1903
01/01/1851,01/01/1915
01/01/1928,01/01/1987
01/01/1849,01/01/1906
01/01/1855,01/01/1912
01/01/1849,01/01/1911
01/01/1854,01/01/1910
01/01/1849,01/01/1877
01/01/1845,01/01/1912
01/01/1844,01/01/1923
10/19/1936,12/15/1936
01/01/1919,01/01/1940
01/01/1857,01/01/1924
01/01/1856,01/01/1940
01/01/1860,01/01/1921
12/06/1882,02/05/1902
02/26/1894,03/07/1919
05/21/1880,03/22/1892
01/01/1828,01/01/1856
01/01/1860,01/01/1907
01/01/1853,01/01/1855
01/01/1856,01/01/1932
01/01/1910,01/01/1960
01/01/1842,01/01/1895
01/01/1903,01/01/1987
01/01/1887,01/01/1951
05/11/1845,10/20/1880
11/27/1840,03/16/1929
01/01/1820,01/01/1890
01/01/1852,01/01/1893
01/01/1859,01/01/1877
01/01/1829,01/01/1873
01/01/1837,01/01/1913
01/01/1889,01/01/1944
01/01/1828,01/01/1885
01/01/1826,01/01/1889
01/01/1871,01/01/1871
01/01/1872,01/01/1929
01/01/1838,01/01/1918
01/01/1871,01/01/1942
01/01/1906,01/01/1961
01/01/1867,01/01/1917
01/01/1844,01/01/1919
01/01/1917,01/01/1924
01/01/1803,01/01/1886
01/01/1837,01/01/1909
01/01/1868,01/01/1871
01/01/1837,01/01/1915
01/01/1913,01/01/1924
01/01/1866,01/01/1910
01/01/1867,01/01/1927
01/01/1841,01/01/1916
01/01/1830,01/01/1896
01/01/1845,01/01/1897
01/01/1842,01/01/1916
01/11/1913,12/06/1983
10/24/1830,03/12/1903
01/01/1866,01/01/1955
01/01/1868,01/01/1885
01/01/1830,01/01/1894
09/23/1832,10/12/1888
01/01/1862,01/01/1945
01/01/1834,01/01/1917
01/01/1841,01/01/1924
01/01/1854,01/01/1918
01/01/1840,01/01/1907
01/01/1891,01/01/1927
01/01/1863,01/01/1933
01/01/1919,01/01/1990
01/01/1895,01/01/1901
01/01/1861,01/01/1909
01/01/1865,01/01/1924
01/01/1866,01/01/1937
01/01/1864,01/01/1915
10/01/1861,10/21/1920
01/01/1831,01/01/1917
01/01/1829,01/01/1883
01/01/1857,01/01/1940
01/01/1857,01/01/1938
01/01/1888,01/01/1936
01/01/1908,01/01/1929
01/01/1912,01/01/1934
01/01/1883,01/01/1957
01/01/1910,01/01/1990
01/01/1888,01/01/1953
01/01/1868,01/01/1946
01/01/1871,01/01/1922
01/01/1864,01/01/1943
01/01/1865,01/01/1946
01/01/1869,01/01/1944
01/01/1859,01/01/1916
05/01/1843,03/22/1886
11/08/1838,10/23/1912
01/01/1855,01/01/1928
01/01/1846,01/01/1932
01/01/1916,01/01/1939
05/25/1838,11/27/1889
01/01/1900,01/01/1922
01/01/1878,01/01/1923
01/01/1921,01/01/1922
01/01/1840,01/01/1921
03/07/1834,05/26/1896
01/01/1871,01/01/1914
01/01/1874,01/01/1955
07/26/1872,12/01/1898
01/01/1865,01/01/1955
01/01/1831,01/01/1899
01/01/1851,01/01/1928
01/01/1844,01/01/1922
01/01/1871,01/01/1871
01/01/1844,01/01/1924
01/01/1877,01/01/1940
01/01/1907,01/01/1934
01/01/1832,01/01/1909
01/01/1893,01/01/1905
01/01/1879,01/01/1943
01/01/1846,01/01/1920
01/01/1870,01/01/1954
01/01/1872,01/01/1944
01/01/1841,01/01/1910
01/01/1868,01/01/1952
01/01/1868,01/01/1937
01/01/1872,01/01/1934
01/01/1905,01/01/1941
01/01/1838,01/01/1902
01/01/1839,01/01/1919
01/01/1892,01/01/1965
06/07/1881,04/25/1948
06/14/1910,02/11/1972
08/16/1874,05/30/1951
01/01/1950,01/01/1951
01/01/1949,01/01/1949
01/01/1879,01/01/1959
01/01/1881,01/01/1939
03/12/1805,02/15/1884
11/05/1800,04/18/1875
01/01/1837,01/01/1908
01/01/1887,01/01/1947
01/01/1890,01/01/1946
01/01/1894,01/01/1948
01/01/1909,01/01/1998
01/01/1903,01/01/1955
11/29/1825,11/12/1903
09/28/1826,03/03/1881
01/01/1916,01/01/2000
01/01/1943,01/01/1944
01/01/1829,01/01/1894
01/01/1824,01/01/1909
01/01/1870,01/01/1921
01/01/1896,01/01/1935
01/01/1877,01/01/1956
01/01/1875,01/01/1949
01/01/1911,01/01/1954
04/01/1866,12/05/1907
01/01/1889,01/01/1896
01/01/1871,01/01/1909
01/01/1848,01/01/1922
01/01/1876,01/01/1919
01/01/1847,01/01/1911
01/01/1877,01/01/1953
01/01/1877,01/01/1906
02/11/1915,09/03/1918
01/01/1852,01/01/1921
01/01/1892,01/01/1921
01/01/1895,01/01/1933
01/01/1872,01/01/1951
01/01/1870,01/01/1964
01/01/1882,01/01/1894
01/01/1852,01/01/1920
01/01/1850,01/01/1933
01/01/1831,01/01/1899
01/01/1834,01/01/1898
02/14/1929,09/15/1987
01/01/1846,01/01/1938
01/01/1888,01/01/1960
01/01/1884,01/01/1946
01/01/1881,01/01/1913
01/01/1875,01/01/1953
01/01/1906,01/01/1961
01/01/1874,01/01/1950
01/01/1880,01/01/1955
01/01/1852,01/01/1935
01/01/1887,01/01/1939
01/01/1882,01/01/1963
01/01/1880,01/01/1947
01/01/1868,01/01/1952
01/01/1892,01/01/1963
01/01/1864,01/01/1939
01/01/1887,01/01/1958
01/01/1874,01/01/1948
01/01/1895,01/01/1966
01/01/1844,01/01/1914
01/01/1895,01/01/1964
01/01/1839,01/01/1892
01/01/1836,01/01/1915
01/01/1815,01/01/1901
01/01/1870,01/01/1947
01/01/1868,01/01/1953
01/01/1880,01/01/1922
01/01/1878,01/01/1957
01/01/1847,01/01/1923
01/01/1842,01/01/1903
01/01/1873,01/01/1939
01/01/1863,01/01/1955
01/01/1867,01/01/1949
01/01/1856,01/01/1941
01/01/1858,01/01/1939
01/01/1861,01/01/1916
01/01/1865,01/01/1935
03/15/1880,12/23/1898
01/01/1861,01/01/1936
01/01/1867,01/01/1935
01/01/1853,01/01/1941
01/15/1901,12/22/1985
01/01/1850,01/01/1893
11/06/1832,10/10/1901
01/01/1845,01/01/1897
01/01/1848,01/01/1936
01/01/1832,01/01/1892
01/01/1832,01/01/1890
01/01/1869,01/01/1899
01/01/1833,01/01/1917
01/01/1836,01/01/1903
01/01/1894,01/01/1945
01/01/1892,01/01/1958
01/01/1876,01/01/1944
01/01/1814,01/01/1891
01/01/1884,01/01/1957
01/01/1872,01/01/1961
01/01/1876,01/01/1942
01/01/1842,01/01/1905
01/01/1844,01/01/1902
01/01/1890,01/01/1966
01/01/1882,01/01/1943
01/01/1865,01/01/1935
01/01/1847,01/01/1906
01/01/1793,01/01/1873
01/01/1882,01/01/1946
01/01/1800,01/01/1879
01/01/1874,01/01/1907
01/01/1843,01/01/1896
04/16/1839,03/23/1921
01/01/1836,01/01/1885
02/19/1835,05/17/1908
03/21/1897,02/10/1956
01/01/1856,01/01/1873
01/01/1883,01/01/1883
01/01/1823,01/01/1897
01/01/1881,01/01/1885
01/01/1874,01/01/1907
01/01/1851,01/01/1916
01/01/1854,01/01/1935
01/01/1852,01/01/1923
01/01/1875,01/01/1899
01/01/1838,01/01/1924
03/19/1921,04/06/1993
01/01/1873,01/01/1940
11/20/1889,06/08/1901
10/17/1831,01/06/1896
05/13/1823,09/08/1894
01/01/1826,01/01/1890
01/01/1856,01/01/1912
01/01/1858,01/01/1947
01/01/1826,01/01/1900
01/01/1872,01/01/1941
01/01/1860,01/01/1925
01/01/1856,01/01/1944
09/13/1819,07/13/1899
01/01/1854,01/01/1887
01/01/1880,01/01/1880
08/31/1833,06/06/1890
02/28/1832,10/16/1899
01/01/1910,01/01/1994
01/01/1905,01/01/1962
01/01/1873,01/01/1960
01/01/1912,01/01/1934
01/01/1871,01/01/1942
01/01/1841,01/01/1926
01/01/1836,01/01/1906
01/01/1843,01/01/1921
06/19/1884,03/01/1887
07/06/1855,09/10/1887
07/28/1887,09/02/1887
01/01/1891,01/01/1970
01/01/1888,01/01/1959
01/01/1890,01/01/1965
01/01/1863,01/01/1942
01/01/1884,01/01/1966
01/01/1894,01/01/1962
01/01/1882,01/01/1947
01/01/1853,01/01/1937
01/01/1864,01/01/1936
01/01/1884,01/01/1898
01/01/1836,01/01/1923
01/01/1825,01/01/1902
01/01/1871,01/01/1945
01/01/1857,01/01/1901
01/01/1836,01/01/1893
01/01/1894,01/01/1895
05/05/1855,01/03/1927
10/27/1870,08/25/1951
01/01/1869,01/01/1939
01/01/1872,01/01/1935
04/01/1832,03/03/1894
01/01/1884,01/01/1952
01/01/1913,01/01/1944
01/01/1916,01/01/1946
01/01/1904,01/01/1965
01/01/1891,01/01/1940
01/01/1873,01/01/1933
01/01/1868,01/01/1918
01/01/1899,01/01/1925
01/01/1894,01/01/1957
01/01/1903,01/01/1942
01/01/1867,01/01/1944
01/01/1866,01/01/1945
01/01/1865,01/01/1939
01/01/1891,01/01/1944
01/01/1851,01/01/1932
01/01/1848,01/01/1926
01/01/1874,01/01/1962
01/01/1871,01/01/1946
01/01/1872,01/01/1941
01/01/1867,01/01/1938
01/01/1897,01/01/1983
01/01/1897,01/01/1954
01/01/1843,01/01/1912
01/01/1843,01/01/1915
07/02/1904,02/14/1953
01/01/1879,01/01/1945
01/01/1865,01/01/1925
01/01/1832,01/01/1910
01/01/1868,01/01/1939
01/01/1869,01/01/1943
01/01/1834,01/01/1919
01/01/1870,01/01/1957
01/01/1861,01/01/1920
01/01/1873,01/01/1964
01/01/1897,01/01/1932
01/01/1897,01/01/1964
01/01/1885,01/01/1941
01/01/1903,01/01/1915
01/01/1865,01/01/1943
01/01/1891,01/01/1961
01/01/1912,01/01/1980
01/01/1841,01/01/1909
01/01/1870,01/01/1940
01/01/1913,01/01/1958
01/01/1876,01/01/1952
01/01/1894,01/01/1955
01/01/1892,01/01/1975
01/01/1924,01/01/1929
01/01/1882,01/01/1942
01/01/1878,01/01/1939
01/01/1881,01/01/1939
01/01/1872,01/01/1926
01/01/1865,01/01/1947
01/01/1830,01/01/1903
01/01/1869,01/01/1889
01/01/1864,01/01/1932
01/01/1848,01/01/1890
01/01/1819,01/01/1889
01/01/1881,01/01/1959
01/01/1909,01/01/1938
04/10/1825,06/23/1916
10/26/1817,03/19/1881
01/01/1867,01/01/1937
01/01/1869,01/01/1937
01/01/1844,01/01/1929
01/01/1819,01/01/1893
01/01/1824,01/01/1871
01/01/1860,01/01/1933
01/01/1852,01/01/1929
01/01/1904,01/01/1989
01/01/1856,01/01/1947
01/01/1863,01/01/1947
01/01/1846,01/01/1922
01/01/1876,01/01/1878
01/01/1846,01/01/1910
01/01/1875,01/01/1956
01/01/1877,01/01/1925
12/16/1835,07/03/1912
11/18/1832,03/04/1893
01/01/1881,01/01/1943
01/01/1875,01/01/1956
01/01/1856,01/01/1912
01/01/1860,01/01/1934
01/01/1871,01/01/1937
01/01/1867,01/01/1941
01/01/1826,01/01/1897
01/01/1833,01/01/1916
01/01/1882,01/01/1956
01/01/1853,01/01/1910
01/01/1847,01/01/1918
01/01/1857,01/01/1931
01/01/1797,01/01/1977
01/01/1842,01/01/1905
01/01/1844,01/01/1885
01/01/1878,01/01/1892
01/01/1856,01/01/1938
01/23/1844,03/22/1909
01/01/1898,01/01/1987
01/01/1883,01/01/1954
01/01/1885,01/01/1964
01/01/1917,01/01/1996
01/01/1914,01/01/1915
01/01/1915,01/01/1938
01/01/1860,01/01/1918
01/01/1851,01/01/1927
01/01/1863,01/01/1896
01/01/1889,01/01/1966
01/01/1882,01/01/1952
01/01/1854,01/01/1926
01/01/1852,01/01/1939
01/01/1841,01/01/1915
01/01/1844,01/01/1907
01/01/1835,01/01/1898
01/01/1851,01/01/1936
01/01/1861,01/01/1933
01/01/1853,01/01/1919
01/01/1914,01/01/1974
01/01/1878,01/01/1938
01/01/1869,01/01/1944
01/01/1875,01/01/1957
11/29/1836,10/09/1883
01/01/1899,01/01/1983
01/01/1844,01/01/1926
01/01/1850,01/01/1907
01/01/1836,01/01/1924
01/01/1836,01/01/1891
01/01/1882,01/01/1955
01/01/1835,01/01/1900
01/01/1852,01/01/1919
01/01/1881,01/01/1969
10/14/1835,08/31/1887
01/01/1906,01/01/1940
01/01/1871,01/01/1937
01/19/1894,03/29/1981
01/01/1870,01/01/1948
01/01/1878,01/01/1956
01/01/1908,01/01/1958
01/01/1879,01/01/1942
01/01/1852,01/01/1932
01/01/1850,01/01/1918
01/01/1851,01/01/1922
01/01/1876,01/01/1877
01/01/1847,01/01/1923
01/01/1873,01/01/1877
05/21/1881,10/25/1906
01/01/1893,01/01/1918
01/01/1843,01/01/1920
05/12/1801,12/27/1892
01/01/1850,01/01/1898
05/12/1801,12/27/1892
01/01/1836,01/01/1903
01/01/1846,01/01/1930
03/17/1807,12/27/1889
05/15/1830,09/20/1854
01/01/1833,01/01/1925
01/06/1841,02/13/1899
01/12/1809,11/25/1884
02/07/1841,08/22/1894
01/01/1824,01/01/1900
01/01/1824,01/01/1900
01/01/1827,01/01/1900
01/01/1827,01/01/1900
09/14/1803,06/02/1887
10/12/1810,01/02/1888
01/01/1862,01/01/1933
01/01/1859,01/01/1941
08/08/1832,09/06/1872
01/23/1877,12/31/1882
12/05/1916,08/02/1995
01/01/1879,01/01/1942
01/01/1883,01/01/1950
01/01/1851,01/01/1921
05/08/1834,09/10/1897
01/01/1855,01/01/1922
07/15/1872,04/28/1894
01/01/1863,01/01/1925
01/01/1884,01/01/1957
01/01/1895,01/01/1949
01/01/1895,01/01/1959
01/01/1863,01/01/1907
01/01/1862,01/01/1937
01/01/1918,01/01/1918
01/01/1862,01/01/1924
01/01/1837,01/01/1914
01/01/1875,01/01/1943
01/01/1873,01/01/1894
01/01/1833,01/01/1904
01/01/1885,01/01/1918
01/01/1862,01/01/1877
01/01/1870,01/01/1882
10/13/1903,06/02/1967
01/01/1869,01/01/1930
01/01/1859,01/01/1931
01/01/1922,01/01/1958
01/01/1866,01/01/1946
01/01/1860,01/01/1940
07/14/1868,08/22/1869
01/01/1836,01/01/1914
01/01/1814,01/01/1898
01/01/1837,01/01/1926
01/01/1857,01/01/1940
01/01/1881,01/01/1959
01/01/1881,01/01/1959
01/01/1905,01/01/1981
01/01/1901,01/01/1984
11/20/1844,11/27/1902
01/03/1856,03/02/1875
02/11/1821,11/04/1881
05/09/1819,03/26/1857
05/01/1821,01/01/1898
01/01/1857,01/01/1923
01/01/1859,01/01/1923
01/01/1881,01/01/1965
01/01/1870,01/01/1915
01/01/1861,01/01/1932
01/01/1864,01/01/1943
01/01/1890,01/01/1985
01/01/1884,01/01/1955
01/01/1884,01/01/1939
02/17/1833,05/14/1916
04/14/1840,10/17/1913
01/01/1883,01/01/1953
01/01/1862,01/01/1905
01/01/1832,01/01/1875
01/01/1835,01/01/1919
01/01/1861,01/01/1941
01/01/1878,01/01/1936
01/01/1911,01/01/1958
01/01/1840,01/01/1929
01/01/1840,01/01/1894
01/01/1884,01/01/1886
01/01/1834,01/01/1900
01/01/1796,01/01/1857
01/01/1812,01/01/1849
01/01/1875,01/01/1923
01/01/1841,01/01/1922
01/01/1941,01/01/1947
01/01/1850,01/01/1936
01/01/1873,01/01/1944
01/01/1836,01/01/1913
01/01/1830,01/01/1901
01/01/1869,01/01/1930
01/01/1833,01/01/1906
01/01/1844,01/01/1865
01/01/1850,01/01/1895
01/01/1897,01/01/1970
01/01/1897,01/01/1958
01/01/1867,01/01/1938
01/01/1865,01/01/1929
01/01/1898,01/01/1917
01/01/1883,01/01/1937
01/29/1852,02/07/1907
01/01/1887,01/01/1981
06/08/1881,05/15/1932
01/01/1836,01/01/1889
01/01/1858,01/01/1931
01/01/1864,01/01/1941
04/30/1836,08/31/1920
08/20/1828,05/22/1912
01/01/1862,01/01/1924
01/01/1856,01/01/1930
01/01/1842,01/01/1915
01/01/1835,01/01/1912
09/07/1800,04/01/1888
01/01/1855,01/01/1875
01/01/1825,01/01/1911
01/01/1865,01/01/1943
01/01/1821,01/01/1882
01/01/1852,01/01/1873
01/01/1864,01/01/1950
01/01/1867,01/01/1949
01/01/1910,01/01/1936
01/01/1857,01/01/1936
09/29/1854,10/10/1898
11/17/1856,03/12/1880
01/01/1850,01/01/1872
01/01/1810,01/01/1895
01/01/1880,01/01/1918
01/01/1827,01/01/1894
01/01/1893,01/01/1916
01/01/1856,01/01/1909
01/01/1839,01/01/1895
01/01/1838,01/01/1881
01/01/1837,01/01/1911
01/01/1824,01/01/1907
01/01/1833,01/01/1902
01/01/1856,01/01/1937
01/01/1849,01/01/1912
01/01/1839,01/01/1926
01/01/1835,01/01/1883
01/01/1832,01/01/1870
01/01/1909,01/01/1929
01/01/1873,01/01/1891
01/01/1872,01/01/1894
01/01/1872,01/01/1873
01/01/1850,01/01/1935
01/01/1848,01/01/1914
01/01/1843,01/01/1915
01/01/1897,01/01/1937
01/01/1826,01/01/1906
01/01/1828,01/01/1899
01/01/1873,01/01/1953
01/01/1878,01/01/1880
01/01/1875,01/01/1892
01/01/1881,01/01/1956
01/01/1828,01/01/1903
01/01/1880,01/01/1959
12/16/1843,03/05/1891
01/01/1862,01/01/1949
01/01/1882,01/01/1908
01/01/1851,01/01/1932
01/01/1887,01/01/1933
01/01/1868,01/01/1919
01/01/1818,01/01/1883
01/01/1818,01/01/1909
01/01/1852,01/01/1922
01/01/1852,01/01/1919
01/01/1870,01/01/1942
01/01/1872,01/01/1948
01/01/1836,01/01/1889
01/01/1846,01/01/1927
01/01/1855,01/01/1916
01/01/1839,01/01/1913
01/01/1921,01/01/1995
01/01/1860,01/01/1909
01/01/1856,01/01/1939
01/01/1839,01/01/1915
01/01/1876,01/01/1886
01/01/1864,01/01/1943
01/01/1835,01/01/1905
01/01/1867,01/01/1970
07/12/1969,04/18/1936
02/04/1872,01/31/1941
01/01/1896,01/01/1917
01/01/1889,01/01/1893
01/01/1869,01/01/1942
01/01/1879,01/01/1921
01/01/1839,01/01/1908
01/01/1868,01/01/1964
01/01/1868,01/01/1962
01/01/1861,01/01/1899
01/01/1861,01/01/1944
01/01/1910,01/01/1989
01/01/1871,01/01/1898
01/01/1874,01/01/1918
01/01/1842,01/01/1900
01/01/1897,01/01/1925
01/01/1852,01/01/1916
01/01/1849,01/01/1916
01/01/1842,01/01/1892
01/01/1872,01/01/1930
01/01/1874,01/01/1897
01/01/1839,01/01/1883
01/01/1883,01/01/1883
01/01/1855,01/01/1914
01/01/1860,01/01/1917
01/01/1836,01/01/1898
01/01/1848,01/01/1883
01/01/1847,01/01/1933
01/01/1878,01/01/1884
01/01/1843,01/01/1923
01/01/1835,01/01/1909
01/01/1878,01/01/1945
01/01/1843,01/01/1921
01/01/1874,01/01/1919
01/01/1864,01/01/1940
01/01/1875,01/01/1965
01/01/1860,01/01/1927
01/01/1876,01/01/1938
01/01/1879,01/01/1969
06/06/1832,01/19/1888
01/01/1949,01/01/1951
01/01/1909,01/01/1970
01/01/1896,01/01/1952
01/01/1895,01/01/1931
01/01/1881,01/01/1937
01/01/1890,01/01/1955
01/01/1856,01/01/1958
01/01/1883,01/01/1948
01/01/1860,01/01/1889
01/01/1902,01/01/1971
01/01/1904,01/01/1937
01/01/1880,01/01/1950
01/01/1868,01/01/1941
03/22/1866,03/02/1902
01/01/1883,01/01/1905
01/01/1886,01/01/1948
01/01/1894,01/01/1932
07/15/1890,04/28/1891
01/01/1881,01/01/1948
